Customer Details,,,,,,,,,,,,
,,,,,,,,,,,,
CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
16180,MR.,KYLE,PEREZ,08-12-2006,S,M,kyle33@adventure-works.com,"$70,000",0,Bachelors,Professional,N
16181,MS.,DAISY,RUBIO,6-13-2006,S,F,daisy16@adventure-works.com,"$70,000",0,Bachelors,Professional,N
16182,MR.,LOUIS,SUN,04-11-2005,M,M,louis7@adventure-works.com,"$60,000",3,Bachelors,Professional,Y
16183,MRS.,TANYA,CARLSON,10-25-2005,S,F,tanya15@adventure-works.com,"$60,000",3,Bachelors,Professional,Y
16184,MRS.,CHRISTINE,SHE,5-27-2005,M,F,christine0@adventure-works.com,"$60,000",4,Bachelors,Professional,Y
16185,MR.,GRANT,RAJI,12-03-2005,S,M,grant23@adventure-works.com,"$60,000",4,Bachelors,Professional,Y
16186,MS.,BETHANY,RAJI,7-15-2015,S,F,bethany2@adventure-works.com,"$30,000",0,Partial College,Clerical,Y
16187,MR.,LOUIS,HU,08-07-2021,S,M,louis15@adventure-works.com,"$20,000",0,Partial High School,Manual,N
16188,MS.,TERESA,TORRES,3-26-2021,S,F,teresa12@adventure-works.com,"$20,000",0,Partial High School,Manual,N
16189,MS.,AMANDA,HUGHES,3-22-2020,M,F,amanda32@adventure-works.com,"$30,000",0,Partial College,Clerical,N
16190,MR.,LANCE,ALVAREZ,12-29-2019,S,M,lance4@adventure-works.com,"$30,000",0,Partial College,Clerical,N
16191,MS.,MARGARET,ZENG,03-08-2019,S,F,margaret27@adventure-works.com,"$30,000",0,High School,Manual,Y
16192,MS.,MARIE,LOPEZ,5-25-2019,S,F,marie18@adventure-works.com,"$30,000",0,High School,Manual,N
16193,MR.,VICTOR,RUBIO,06-10-2019,S,M,victor21@adventure-works.com,"$30,000",0,High School,Manual,N
16194,MS.,KATIE,DENG,09-06-2014,S,F,katie4@adventure-works.com,"$30,000",0,High School,Manual,N
16195,MS.,ABBY,PEREZ,04-02-2014,M,F,abby18@adventure-works.com,"$30,000",0,High School,Manual,N
16196,MR.,KURT,RAHEEM,10-11-2014,M,M,kurt18@adventure-works.com,"$40,000",1,Bachelors,Skilled Manual,Y
16197,MS.,HEIDI,PRASAD,08-09-2013,S,F,heidi11@adventure-works.com,"$20,000",0,Partial High School,Manual,N
16198,MR.,ARTHUR,NAVARRO,10-03-2013,S,M,arthur34@adventure-works.com,"$30,000",0,High School,Manual,Y
16199,MR.,TERRENCE,XIE,08-08-2013,S,M,terrence3@adventure-works.com,"$40,000",2,Partial College,Clerical,Y
16200,MS.,JULIA,EDWARDS,04-07-2012,S,F,julia3@adventure-works.com,"$10,000",0,Partial High School,Manual,N
16201,MR.,ROSS,MARTIN,8-26-2012,S,M,ross21@adventure-works.com,"$20,000",0,Partial High School,Manual,Y
16202,MR.,KENNETH,JAI,04-10-2012,S,M,kenneth9@adventure-works.com,"$30,000",0,High School,Manual,N
16203,MR.,WARREN,RAJE,4-24-2011,S,M,warren3@adventure-works.com,"$40,000",2,Partial College,Clerical,Y
16204,MR.,TERRENCE,ANAND,04-02-2012,S,M,terrence23@adventure-works.com,"$40,000",2,Partial College,Clerical,Y
16205,MRS.,MELANIE,SANDERS,3-21-2012,S,F,melanie14@adventure-works.com,"$40,000",2,Partial College,Clerical,Y
16206,MRS.,CINDY,LEWIS,05-08-2012,S,F,cindy21@adventure-works.com,"$40,000",2,Partial College,Clerical,Y
16207,MR.,JORDAN,SHAN,03-02-2012,S,M,jordan27@adventure-works.com,"$40,000",2,Partial College,Clerical,Y
16208,,RUTH,CHANDRA,07-10-2012,S,NA,ruth7@adventure-works.com,"$40,000",2,Partial College,Clerical,Y
16209,MS.,CAROLYN,ALVAREZ,03-08-2011,S,F,carolyn26@adventure-works.com,"$50,000",0,Graduate Degree,Skilled Manual,Y
16210,MRS.,OLIVIA,COOPER,03-02-2015,S,F,olivia34@adventure-works.com,"$40,000",3,Partial College,Clerical,Y
16211,MR.,JESSE,ROBERTS,11-13-2015,S,M,jesse28@adventure-works.com,"$40,000",3,Partial College,Clerical,Y
16212,MRS.,JACQUELINE,RIVERA,12-24-1970,M,F,jacqueline41@adventure-works.com,"$50,000",1,Graduate Degree,Skilled Manual,Y
16213,MS.,KAYLEE,TURNER,05-06-2007,S,F,kaylee26@adventure-works.com,"$60,000",0,Graduate Degree,Skilled Manual,Y
16214,MR.,BRETT,FERNANDEZ,1-24-2007,M,M,brett15@adventure-works.com,"$60,000",0,Graduate Degree,Skilled Manual,Y
16215,MR.,THOMAS,TURNER,05-02-2007,M,M,thomas42@adventure-works.com,"$60,000",0,Graduate Degree,Skilled Manual,Y
16216,MR.,CHARLES,MITCHELL,9-17-2007,S,M,charles39@adventure-works.com,"$60,000",0,Graduate Degree,Skilled Manual,Y
16217,MS.,AMANDA,GONZALES,9-15-2007,S,F,amanda38@adventure-works.com,"$60,000",0,Graduate Degree,Skilled Manual,Y
16218,MRS.,JULIA,SIMMONS,9-24-1994,M,F,julia81@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16219,MR.,ANGEL,SANDERS,11-12-1994,M,M,angel2@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16220,MRS.,MEGAN,RUSSELL,6-26-1994,M,F,megan67@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16221,MR.,DARREN,SAUNDERS,05-04-1994,M,M,darren13@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16222,MR.,BRANDON,ANDERSON,12-08-1994,M,M,brandon30@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16223,MR.,CARLOS,COLLINS,05-08-1994,M,M,carlos28@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16224,MR.,JACOB,MARTINEZ,07-10-1994,M,M,jacob13@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16225,MR.,WYATT,NELSON,10-02-1994,M,M,wyatt38@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16226,MRS.,MARIA,BLUE,5-13-1994,M,F,maria7@adventure-works.com,"$30,000",1,Partial College,Clerical,Y
16227,MR.,ERIC,LOPEZ,06-08-1995,M,M,eric53@adventure-works.com,"$30,000",1,High School,Clerical,Y
16228,MR.,RAFAEL,ZHU,12-16-1996,M,M,rafael15@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16229,MR.,WAYNE,CHANDE,05-09-1996,M,M,wayne17@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16230,MR.,CRAIG,BLANCO,4-23-1996,M,M,craig15@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16231,MRS.,DANA,MARTIN,10-29-1996,M,F,dana16@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16232,MR.,CHASE,RICHARDSON,9-25-1996,M,M,chase9@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16233,MRS.,REBECCA,KING,3-14-1996,S,F,rebecca20@adventure-works.com,"$80,000",5,Graduate Degree,Skilled Manual,Y
16234,MR.,WYATT,MARTIN,4-27-1997,M,M,wyatt15@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16235,MR.,SEBASTIAN,MORRIS,02-06-1997,M,M,sebastian17@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16236,MR.,NICHOLAS,MARTINEZ,12-06-1997,M,M,nicholas18@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16237,MRS.,ERIN,JAMES,01-02-1998,M,F,erin12@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16238,MRS.,ANN,ARUN,11-22-1998,M,F,ann12@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16239,MR.,GABRIEL,NELSON,11-21-1998,M,M,gabriel40@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16240,MRS.,MADELINE,GREEN,02-05-1999,S,F,madeline14@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,Y
16241,MRS.,ISABEL,BUTLER,9-28-1999,S,F,isabel13@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,Y
16242,MRS.,MEGAN,GARCIA,2-14-1999,S,F,megan19@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,Y
16243,MRS.,MARIA,JAMES,6-15-1999,S,F,maria18@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,Y
16244,MR.,GREGORY,KUMAR,12-09-1999,M,M,gregory12@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,Y
16245,MRS.,ALEXANDRA,GRIFFIN,9-15-1999,S,F,alexandra42@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,Y
16246,MR.,LUCAS,SIMMONS,11-16-1999,S,M,lucas63@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,Y
16247,MRS.,ANNA,BROWN,4-22-2000,S,F,anna65@adventure-works.com,"$60,000",4,Graduate Degree,Skilled Manual,Y
16248,MRS.,ALYSSA,ROSS,2-18-2000,S,F,alyssa50@adventure-works.com,"$60,000",4,Graduate Degree,Skilled Manual,Y
16249,MR.,JESSE,RIVERA,11-24-2000,M,M,jesse17@adventure-works.com,"$60,000",4,Graduate Degree,Skilled Manual,N
16250,MR.,BRENDAN,RAJE,05-11-2009,S,M,brendan12@adventure-works.com,"$40,000",0,Graduate Degree,Clerical,Y
16251,MRS.,MAKAYLA,HOWARD,03-01-2008,S,F,makayla10@adventure-works.com,"$10,000",3,High School,Manual,Y
16252,MR.,DANNY,JIMÉNEZ,09-11-2008,S,M,danny6@adventure-works.com,"$10,000",3,Partial High School,Manual,Y
16253,MRS.,BETHANY,LAL,8-23-2008,S,F,bethany12@adventure-works.com,"$20,000",1,Partial College,Manual,N
16254,MRS.,MARIA,MORRIS,08-10-2008,S,F,maria2@adventure-works.com,"$20,000",1,Partial College,Manual,N
16255,MRS.,TAYLOR,RUSSELL,08-11-2008,S,F,taylor44@adventure-works.com,"$20,000",1,Partial College,Manual,N
16256,MR.,RICHARD,COLLINS,07-06-2008,M,M,richard39@adventure-works.com,"$20,000",1,Partial College,Manual,Y
16257,MRS.,MICHELE,CHANDRA,10-07-2008,M,F,michele57@adventure-works.com,"$20,000",1,High School,Manual,Y
16258,MRS.,DEANNA,MALHOTRA,10-23-2008,S,F,deanna8@adventure-works.com,"$30,000",1,Bachelors,Clerical,N
16259,MRS.,EBONY,SAI,04-11-2007,S,F,ebony5@adventure-works.com,"$10,000",4,Partial High School,Manual,Y
16260,MRS.,GINA,SCHMIDT,02-10-2007,S,F,gina20@adventure-works.com,"$20,000",1,High School,Manual,N
16261,MS.,DIANA,NAVARRO,7-30-2008,M,F,diana9@adventure-works.com,"$40,000",0,Bachelors,Clerical,Y
16262,MS.,KATHRYN,XIE,11-08-2008,M,F,kathryn3@adventure-works.com,"$40,000",0,Bachelors,Clerical,Y
16263,MR.,EDUARDO,ROBINSON,5-31-2008,M,M,eduardo17@adventure-works.com,"$40,000",0,Bachelors,Clerical,Y
16264,MRS.,JENNIFER,HOWARD,04-12-1969,M,F,jennifer65@adventure-works.com,"$10,000",4,High School,Manual,N
16265,MRS.,JULIE,GOEL,06-09-2007,M,F,julie21@adventure-works.com,"$30,000",1,Bachelors,Clerical,Y
16266,MRS.,ALISHA,YANG,04-08-2007,M,F,alisha5@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16267,MR.,EDWIN,CHEN,10-13-2007,M,M,edwin2@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16268,MRS.,LINDSEY,KUMAR,11-10-2007,M,F,lindsey8@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16269,MRS.,TARA,NATH,2-15-2007,M,F,tara19@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16270,MR.,JEROME,HERNANDEZ,5-31-2007,M,M,jerome4@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16271,MRS.,MICHELE,GUTIERREZ,06-03-2006,S,F,michele44@adventure-works.com,"$20,000",2,High School,Manual,Y
16272,MR.,RAUL,DENG,7-28-2006,S,M,raul2@adventure-works.com,"$20,000",2,High School,Manual,Y
16273,MRS.,MARIE,MARTINEZ,05-04-2006,M,F,marie19@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16274,MR.,ROSS,DIAZ,03-06-2005,M,M,ross23@adventure-works.com,"$10,000",3,Partial High School,Manual,N
16275,MRS.,DEBORAH,MCDONALD,12-21-2004,M,F,deborah10@adventure-works.com,"$20,000",2,High School,Manual,N
16276,MRS.,BRANDI,CARLSON,2-23-2005,S,F,brandi17@adventure-works.com,"$20,000",3,High School,Manual,Y
16277,MRS.,CHRISTY,LUO,9-18-2005,M,F,christy24@adventure-works.com,"$30,000",1,Bachelors,Skilled Manual,Y
16278,MR.,ANGEL,TURNER,6-13-2005,M,M,angel27@adventure-works.com,"$30,000",2,Partial College,Manual,N
16279,MRS.,VICTORIA,PATTERSON,6-14-2004,S,F,victoria58@adventure-works.com,"$10,000",3,Partial High School,Manual,Y
16280,MR.,GLENN,MA,08-08-2004,S,M,glenn17@adventure-works.com,"$10,000",3,Partial High School,Manual,Y
16281,MR.,GILBERT,LUO,12-27-2003,S,M,gilbert27@adventure-works.com,"$10,000",3,Partial High School,Manual,Y
16282,MRS.,KRISTINE,SUAREZ,8-21-2004,S,F,kristine20@adventure-works.com,"$20,000",3,High School,Manual,Y
16283,MR.,CLAYTON,RAJI,09-02-2004,S,M,clayton39@adventure-works.com,"$20,000",3,High School,Manual,Y
16284,MR.,TROY,PEREZ,5-31-2004,S,M,troy23@adventure-works.com,"$20,000",3,High School,Manual,Y
16285,MS.,MINDY,XIE,10-23-2007,M,F,mindy7@adventure-works.com,"$40,000",0,Bachelors,Professional,N
16286,MR.,BILLY,TORRES,11-14-2007,M,M,billy13@adventure-works.com,"$40,000",0,Bachelors,Professional,Y
16287,MS.,LAURA,XU,10-24-2007,M,F,laura18@adventure-works.com,"$40,000",0,Bachelors,Professional,Y
16288,MR.,EDWIN,SHEN,8-13-2004,M,M,edwin24@adventure-works.com,"$30,000",2,Partial College,Clerical,N
16289,MRS.,JULIE,PAL,9-14-2006,S,F,julie17@adventure-works.com,"$30,000",2,Partial College,Clerical,Y
16290,MR.,RUSSELL,NATH,10-13-2006,S,M,russell21@adventure-works.com,"$30,000",2,Partial College,Clerical,Y
16291,MRS.,LINDSEY,LAL,12-26-2004,S,F,lindsey9@adventure-works.com,"$30,000",2,Partial College,Clerical,Y
16292,MRS.,CARLY,LAL,4-24-2005,M,F,carly8@adventure-works.com,"$40,000",1,Bachelors,Skilled Manual,Y
16293,MR.,SEAN,ADAMS,11-02-2005,M,M,sean47@adventure-works.com,"$40,000",1,Bachelors,Skilled Manual,Y
16294,MR.,STEVE,HU,6-14-2005,M,M,steve23@adventure-works.com,"$40,000",1,Bachelors,Skilled Manual,Y
16295,MR.,ROGER,XU,11-03-2004,S,M,roger17@adventure-works.com,"$30,000",2,Partial College,Clerical,Y
16296,MRS.,SYDNEY,WHITE,12-10-2004,M,F,sydney75@adventure-works.com,"$30,000",3,Partial College,Clerical,N
16297,MRS.,DEANNA,GARCIA,09-01-2004,M,F,deanna18@adventure-works.com,"$40,000",1,Bachelors,Skilled Manual,Y
16298,MRS.,ADRIENNE,SANZ,05-05-2004,M,F,adrienne16@adventure-works.com,"$40,000",1,Bachelors,Skilled Manual,Y
16299,MS.,ALISON,TANG,11-14-2018,S,F,alison3@adventure-works.com,"$20,000",0,High School,Manual,N
16300,MR.,ORLANDO,MARTIN,10-31-2018,S,M,orlando1@adventure-works.com,"$20,000",0,High School,Manual,N
16301,MR.,OMAR,CAI,1-27-2018,S,M,omar20@adventure-works.com,"$20,000",0,High School,Manual,N
16302,MRS.,ROSA,ZENG,11-01-2020,S,F,rosa22@adventure-works.com,"$20,000",4,High School,Manual,Y
16303,MRS.,TRACY,YUAN,8-27-2020,S,F,tracy6@adventure-works.com,"$20,000",5,High School,Manual,Y
16304,MR.,JUSTIN,MOORE,10-05-2020,S,M,justin39@adventure-works.com,"$20,000",5,High School,Manual,Y
16305,MR.,STANLEY,GONZALEZ,09-12-2020,S,M,stanley20@adventure-works.com,"$30,000",3,Partial College,Clerical,Y
16307,MRS.,KELLI,SUN,5-27-2004,M,F,kelli14@adventure-works.com,"$40,000",1,Bachelors,Skilled Manual,Y
16308,MRS.,SHEENA,CHANDER,4-16-2004,M,F,sheena14@adventure-works.com,"$40,000",1,Bachelors,Skilled Manual,Y
16309,MRS.,DESIREE,ORTEGA,09-11-2003,M,F,desiree18@adventure-works.com,"$40,000",1,Bachelors,Skilled Manual,Y
16310,MRS.,DIANA,RUBIO,2-22-2003,M,F,diana20@adventure-works.com,"$40,000",1,Bachelors,Skilled Manual,Y
16311,MR.,CARL,BECK,9-30-2003,M,M,carl19@adventure-works.com,"$40,000",1,Bachelors,Skilled Manual,Y
16312,MRS.,BETHANY,BECK,01-10-2019,S,F,bethany1@adventure-works.com,"$30,000",3,Partial College,Clerical,Y
16313,MRS.,HAILEY,RUSSELL,3-16-2019,S,F,hailey40@adventure-works.com,"$30,000",4,Partial College,Clerical,Y
16314,MR.,GABRIEL,ROSS,4-14-2019,S,M,gabriel1@adventure-works.com,"$30,000",4,Partial College,Clerical,Y
16315,MR.,GARRETT,RICHARDSON,07-12-2018,S,M,garrett14@adventure-works.com,"$30,000",5,Partial College,Clerical,Y
16316,MS.,KELLI,HU,10-14-2018,S,F,kelli20@adventure-works.com,"$30,000",0,Partial College,Clerical,N
16317,MR.,JOEL,RAMAN,9-13-2018,S,M,joel11@adventure-works.com,"$30,000",0,Partial College,Clerical,N
16318,MS.,KELLIE,MORENO,5-29-2018,S,F,kellie5@adventure-works.com,"$30,000",0,Partial College,Clerical,N
16319,MS.,JOY,ORTEGA,11-11-2017,S,F,joy19@adventure-works.com,"$20,000",0,High School,Manual,Y
16320,MS.,RACHEL,SIMMONS,2-22-2017,S,F,rachel63@adventure-works.com,"$20,000",0,High School,Manual,N
16321,MS.,RUTH,MALHOTRA,10-15-2015,M,F,ruth9@adventure-works.com,"$10,000",0,Partial High School,Manual,Y
16322,MS.,GLORIA,DOMINGUEZ,09-07-2015,S,F,gloria13@adventure-works.com,"$10,000",0,Partial High School,Manual,Y
16323,MR.,DUSTIN,RAJE,3-25-2016,S,M,dustin14@adventure-works.com,"$30,000",0,Partial College,Clerical,Y
16324,MR.,JUAN,ROMERO,03-08-2016,M,M,juan1@adventure-works.com,"$40,000",1,Bachelors,Skilled Manual,Y
16325,MRS.,EMMA,WILLIAMS,8-31-1954,S,F,emma1@adventure-works.com,"$30,000",1,Partial College,Clerical,Y
16326,MR.,JÉSUS,ROMERO,01-07-2014,S,M,jésus8@adventure-works.com,"$10,000",0,Partial High School,Manual,N
16327,MR.,DARREN,DIAZ,2-24-2014,S,M,darren24@adventure-works.com,"$20,000",0,Partial High School,Manual,N
16328,MR.,MAURICE,RAI,02-05-2014,S,M,maurice18@adventure-works.com,"$20,000",0,Partial High School,Manual,Y
16329,MS.,JAMIE,YE,12-03-2014,S,F,jamie12@adventure-works.com,"$20,000",0,Partial High School,Manual,N
16330,MR.,LUKE,SIMMONS,6-26-2014,S,M,luke4@adventure-works.com,"$30,000",0,Partial College,Clerical,Y
16331,MS.,ERIN,RICHARDSON,03-02-2018,S,F,erin14@adventure-works.com,"$40,000",0,Partial High School,Clerical,N
16332,MRS.,JOAN,VAZQUEZ,9-24-1989,M,F,joan17@adventure-works.com,"$10,000",2,Partial High School,Clerical,N
16333,MR.,CALEB,HILL,02-11-2018,M,M,caleb43@adventure-works.com,"$30,000",0,Partial College,Skilled Manual,N
16334,MS.,NATALIE,BAILEY,12-02-2018,S,F,natalie9@adventure-works.com,"$30,000",0,Partial College,Skilled Manual,N
16335,MS.,KRISTEN,LU,8-15-2018,S,F,kristen10@adventure-works.com,"$30,000",0,Partial College,Skilled Manual,Y
16336,MR.,JONATHAN,WRIGHT,5-29-2018,M,M,jonathan51@adventure-works.com,"$60,000",0,Partial College,Skilled Manual,Y
16337,MR.,JOSE,WHITE,6-26-2018,M,M,jose74@adventure-works.com,"$60,000",0,Partial College,Skilled Manual,N
16338,MRS.,BARBARA,ZHANG,03-08-1990,M,F,barbara10@adventure-works.com,"$20,000",2,Partial High School,Clerical,Y
16339,MR.,SETH,DAVIS,4-22-1991,M,M,seth5@adventure-works.com,"$30,000",3,Partial College,Clerical,N
16340,MR.,SEAN,MITCHELL,12-14-2021,S,M,sean43@adventure-works.com,"$20,000",0,Partial College,Skilled Manual,N
16341,MRS.,LACEY,RAJI,11-15-1992,M,F,lacey10@adventure-works.com,"$30,000",3,High School,Skilled Manual,N
16342,MR.,GREGORY,JAI,3-29-1992,M,M,gregory14@adventure-works.com,"$30,000",3,High School,Skilled Manual,N
16343,MR.,JOEL,MALHOTRA,8-13-1992,M,M,joel4@adventure-works.com,"$30,000",3,High School,Skilled Manual,N
16344,MR.,XAVIER,KING,05-08-2021,S,M,xavier25@adventure-works.com,"$70,000",0,Partial College,Skilled Manual,N
16345,MR.,FRANCIS,RAMOS,10-14-1994,M,M,francis15@adventure-works.com,"$40,000",3,Partial College,Skilled Manual,Y
16346,MR.,MARC,NAVARRO,06-04-1994,M,M,marc14@adventure-works.com,"$40,000",3,Partial College,Skilled Manual,N
16347,MR.,RAUL,SHARMA,5-24-1994,M,M,raul8@adventure-works.com,"$70,000",2,Graduate Degree,Mgmnt,Y
16348,MR.,ROY,RAMAN,6-24-1995,M,M,roy12@adventure-works.com,"$80,000",2,Partial College,Skilled Manual,Y
16349,MR.,LEVI,SAI,04-05-1995,S,M,levi5@adventure-works.com,"$80,000",2,Partial College,Skilled Manual,N
16350,MR.,FERNANDO,THOMPSON,02-04-1995,S,M,fernando14@adventure-works.com,"$80,000",2,Partial College,Skilled Manual,Y
16351,MRS.,MARTHA,XU,6-27-1995,S,F,martha12@adventure-works.com,"$80,000",2,Partial College,Skilled Manual,N
16352,MRS.,TIFFANY,GAO,7-27-1995,S,F,tiffany15@adventure-works.com,"$80,000",2,Partial College,Skilled Manual,Y
16353,MR.,ALEJANDRO,XU,10-27-2016,M,M,alejandro31@adventure-works.com,"$30,000",0,Partial College,Skilled Manual,Y
16354,MS.,JANET,TORRES,1-28-2016,S,F,janet30@adventure-works.com,"$30,000",0,High School,Skilled Manual,N
16355,MS.,SAM,FOSTER,6-16-2016,S,F,sam2@adventure-works.com,"$30,000",0,High School,Skilled Manual,Y
16356,MS.,SOPHIA,BAKER,12-07-2016,M,F,sophia15@adventure-works.com,"$60,000",0,Partial College,Skilled Manual,Y
16357,MS.,MARGARET,RUSSELL,09-06-2015,S,F,margaret5@adventure-works.com,"$30,000",0,High School,Skilled Manual,Y
16358,MR.,SAMUEL,JAI,12-29-2014,M,M,samuel29@adventure-works.com,"$30,000",0,High School,Skilled Manual,Y
16359,MRS.,SHELBY,RICHARDSON,03-01-1995,M,F,shelby10@adventure-works.com,"$30,000",1,High School,Clerical,Y
16360,MR.,JUSTIN,GARCIA,7-23-1995,M,M,justin44@adventure-works.com,"$30,000",1,High School,Clerical,Y
16361,MR.,WYATT,WHITE,4-29-1996,M,M,wyatt13@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16362,MR.,JOSHUA,SMITH,4-21-1996,M,M,joshua2@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16363,MRS.,MELANIE,RAMIREZ,2-21-1996,M,F,melanie32@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16364,MRS.,SHAWNA,YUAN,4-30-1996,M,F,shawna7@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16365,MRS.,JENNA,YOUNG,07-08-1996,M,F,jenna23@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16366,MRS.,ISABELLE,HENDERSON,6-28-1996,M,F,isabelle5@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16367,MRS.,EMILY,WILLIAMS,5-21-1996,S,F,emily2@adventure-works.com,"$80,000",5,Graduate Degree,Skilled Manual,Y
16368,MRS.,LAUREN,WILLIAMS,10-28-1996,S,F,lauren20@adventure-works.com,"$80,000",5,Graduate Degree,Skilled Manual,Y
16369,MRS.,ISABEL,POWELL,8-16-1997,M,F,isabel9@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16370,MRS.,MOLLY,GONZALEZ,1-15-1997,M,F,molly17@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16371,MR.,CALEB,DIAZ,03-04-1997,M,M,caleb18@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16372,MRS.,VANESSA,FOSTER,7-26-1998,M,F,vanessa17@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16373,MRS.,SARA,COOK,04-12-1998,M,F,sara23@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16374,MR.,EDWARD,PHILLIPS,12-05-1998,M,M,edward17@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16375,MRS.,GABRIELLA,HERNANDEZ,8-13-1998,M,F,gabriella42@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16376,MRS.,MARIA,WRIGHT,11-27-1998,M,F,maria61@adventure-works.com,"$40,000",1,Partial College,Clerical,Y
16377,MRS.,JORDAN,ADAMS,9-15-1999,S,F,jordan44@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,N
16378,MRS.,HAILEY,BAKER,03-08-1999,S,F,hailey56@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,N
16379,MR.,MARC,JIMENEZ,9-15-1999,M,M,marc9@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,N
16380,MRS.,MARIAH,TORRES,10-14-1999,S,F,mariah28@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,Y
16381,MRS.,KAYLA,DAVIS,5-24-1999,S,F,kayla5@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,Y
16382,MRS.,JENNIFER,DAVIS,5-24-1999,S,F,jennifer33@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,N
16383,MR.,BRIAN,KELLY,4-17-1999,S,M,brian14@adventure-works.com,"$80,000",4,Graduate Degree,Skilled Manual,Y
16384,MRS.,JADA,REED,05-12-2000,S,F,jada12@adventure-works.com,"$60,000",4,Graduate Degree,Skilled Manual,Y
16385,MR.,JAMES,PEREZ,12-06-2000,M,M,james62@adventure-works.com,"$60,000",4,Graduate Degree,Skilled Manual,Y
16386,MR.,PHILIP,MOYER,09-05-2009,S,M,philip7@adventure-works.com,"$20,000",1,Partial College,Manual,N
16387,MR.,DOUGLAS,VANCE,10-15-2009,M,M,douglas7@adventure-works.com,"$20,000",1,Partial College,Manual,Y
16388,MR.,JAY,TORRES,11-16-2009,M,M,jay41@adventure-works.com,"$30,000",1,Bachelors,Clerical,Y
16389,MR.,ARTURO,SHEN,9-24-2009,S,M,arturo26@adventure-works.com,"$30,000",1,Bachelors,Clerical,Y
16390,MR.,MARIO,NATH,2-15-2009,S,M,mario17@adventure-works.com,"$30,000",1,Bachelors,Clerical,N
16391,MR.,SERGIO,SURI,10-25-2009,S,M,sergio0@adventure-works.com,"$30,000",1,Bachelors,Clerical,N
16392,MS.,KARI,RAMAN,9-29-2009,M,F,kari12@adventure-works.com,"$40,000",0,Graduate Degree,Clerical,Y
16393,MR.,XAVIER,EDWARDS,07-03-2009,M,M,xavier41@adventure-works.com,"$40,000",0,Graduate Degree,Clerical,Y
16394,MR.,BRYAN,BELL,5-27-2008,S,M,bryan14@adventure-works.com,"$10,000",3,High School,Manual,Y
16395,MRS.,TARA,PAL,11-27-2008,M,F,tara12@adventure-works.com,"$10,000",3,High School,Manual,N
